idx,Month,DayofMonth,DayOfWeek,UniqueCarrier,Origin,Dest,Distance,Hour,Minute,IsWeekend
72477,4,25,1,OO,BOI,SFO,522.0,9,12,0
72478,6,9,5,WN,MDW,MCI,405.0,19,56,0
72479,1,21,5,DL,JFK,CVG,589.0,17,21,0
72480,1,8,7,AS,ANC,LAS,2304.0,1,21,1
72481,12,29,4,OO,MSN,DEN,826.0,17,6,0
72482,1,21,5,US,CLT,SFO,2296.0,18,9,0
72483,8,8,2,US,MCO,PHL,861.0,7,50,0
72484,11,27,7,OO,COS,DEN,72.0,14,0,1
72485,7,8,6,OH,BTV,ATL,960.0,16,0,1
72486,4,26,3,F9,SAT,DEN,794.0,19,24,0
72487,6,30,4,OH,CVG,DAY,64.0,17,40,0
72488,3,5,7,US,PHX,ORD,1440.0,19,34,1
72489,1,14,6,YV,PHX,TUS,110.0,11,15,1
72490,11,3,5,WN,MCO,MDW,989.0,17,40,0
72491,7,9,7,DL,ATL,BWI,576.0,17,3,1
72492,7,10,1,WN,OAK,BUR,325.0,7,25,0
72493,5,14,7,NW,MSP,SNA,1522.0,11,35,1
72494,5,24,3,WN,RDU,BNA,443.0,16,0,0
72495,10,12,4,MQ,DFW,SGF,364.0,21,41,0
72496,8,5,5,DL,DAB,ATL,366.0,10,59,0
72497,8,7,7,HP,LAS,PHL,2176.0,22,59,1
72498,12,29,4,WN,LAS,SAT,1069.0,8,30,0
72499,8,13,7,MQ,DFW,FSM,228.0,15,17,1
72500,10,16,7,AA,STT,SJU,68.0,15,48,1
72501,4,6,3,UA,DEN,STL,770.0,19,10,0
72502,7,20,4,AA,JFK,SJU,1597.0,6,45,0
72503,8,31,3,DH,IAD,SDF,451.0,19,21,0
72504,9,4,7,F9,DEN,SLC,391.0,21,10,1
72505,6,30,4,WN,BWI,MHT,377.0,20,8,0
72506,1,23,1,WN,PHX,ONT,325.0,11,50,0
72507,3,20,1,CO,SJU,EWR,1608.0,12,57,0
72508,2,9,4,XE,IAH,ABQ,744.0,14,22,0
72509,11,12,6,WN,BUR,SMF,358.0,17,5,1
72510,2,27,1,OO,PSP,LAX,110.0,17,25,0
72511,8,17,3,AA,DFW,TPA,929.0,10,52,0
72512,3,23,4,US,CMH,PHX,1671.0,7,38,0
72513,5,26,5,MQ,DFW,LIT,304.0,19,40,0
72514,3,13,7,DL,ATL,BOS,946.0,8,30,1
72515,11,10,4,OO,SFO,BOI,522.0,18,18,0
72516,9,6,3,WN,TUS,LAS,365.0,8,54,0
72517,7,3,7,OO,ORD,AUS,978.0,19,42,1
72518,2,26,7,DL,ATL,RDU,356.0,21,25,1
72519,9,14,4,WN,LAS,TUL,1076.0,14,20,0
72520,4,22,5,DL,ATL,LAS,1747.0,11,44,0
72521,4,10,7,OO,LAS,SLC,368.0,11,10,1
72522,6,18,6,AA,ORD,MCI,403.0,14,48,1
72523,12,2,5,HP,OMA,PHX,1037.0,19,57,0
72524,8,21,1,OO,LAX,SJC,308.0,12,28,0
72525,6,9,5,WN,BUR,PHX,369.0,16,4,0
72526,2,14,2,WN,ABQ,AMA,277.0,20,30,0
72527,8,2,3,XE,EWR,MCI,1092.0,16,43,0
72528,3,14,1,OO,CLE,ORD,316.0,19,26,0
72529,6,22,4,FL,LAX,ATL,1946.0,7,11,0
72530,11,16,3,WN,TUS,LAS,365.0,7,45,0
72531,5,2,1,DL,TLH,ATL,223.0,16,22,0
72532,11,4,6,WN,GEG,PDX,279.0,10,0,1
72533,8,14,1,US,PHX,LAX,370.0,13,17,0
72534,12,16,6,AA,DFW,JFK,1391.0,17,45,1
72535,4,5,2,WN,RNO,BOI,335.0,13,20,0
72536,11,30,4,WN,SJC,RNO,188.0,13,52,0
72537,3,13,7,MQ,SJC,LAX,308.0,9,0,1
72538,7,8,6,DL,ATL,LGA,761.0,20,19,1
72539,3,25,5,AA,LAX,ORD,1745.0,10,25,0
72540,10,16,1,US,IAD,PHX,1956.0,7,32,0
72541,8,13,6,AA,STL,DFW,551.0,20,1,1
72542,6,23,5,AS,FAI,SEA,1533.0,7,10,0
72543,6,15,4,AS,FAI,ANC,261.0,21,10,0
72544,2,12,6,HP,PDX,PHX,1009.0,5,44,1
72545,10,16,7,HP,LAX,PHX,370.0,12,48,1
72546,7,21,5,OH,CVG,SAV,515.0,20,35,0
72547,3,31,4,UA,SMF,DEN,910.0,5,53,0
72548,8,4,4,NW,MSP,PHL,980.0,17,31,0
72549,12,10,6,AA,LGA,ORD,733.0,13,58,1
72550,8,29,2,OO,LAX,ONT,47.0,10,16,0
72551,11,13,1,NW,HNL,SEA,2677.0,22,12,0
72552,3,3,5,AA,LAX,DFW,1235.0,7,43,0
72553,9,7,4,YV,DEN,COD,392.0,12,0,0
72554,3,20,7,NW,TVC,DTW,207.0,16,57,1
72555,9,14,4,NW,FSD,MSP,197.0,18,12,0
72556,10,31,1,MQ,MLI,DFW,691.0,6,37,0
72557,11,15,3,WN,PHX,SMF,647.0,17,4,0
72558,10,22,7,OO,TYS,ORD,475.0,13,47,1
72559,4,25,2,AA,SJU,JFK,1597.0,7,24,0
72560,9,24,7,WN,PHL,PVD,238.0,21,48,1
72561,7,12,3,AS,OAK,SEA,671.0,10,25,0
72562,6,10,5,FL,LAS,DFW,1055.0,8,17,0
72563,9,6,3,OO,EUG,PDX,106.0,9,32,0
72564,7,2,6,WN,BNA,MCO,616.0,8,40,1
72565,3,23,3,OH,MSP,CVG,596.0,19,0,0
72566,4,12,3,NW,MSP,MDW,349.0,12,46,0
72567,3,19,7,UA,LAS,DEN,629.0,7,15,1
72568,2,7,2,F9,LAS,DEN,629.0,20,26,0
72569,3,3,5,US,CLE,PHX,1737.0,16,46,0
72570,6,22,4,CO,EWR,MCO,938.0,14,32,0
72571,11,8,3,OO,CVG,ORD,264.0,9,59,0
72572,5,18,4,OO,LAX,COS,833.0,13,18,0
72573,8,1,2,MQ,SAN,SJC,417.0,10,40,0
72574,2,1,3,US,DCA,PHL,119.0,7,4,0
72575,4,10,7,US,LAS,CLT,1916.0,14,48,1
72576,2,2,3,MQ,LIT,DFW,304.0,8,34,0
72577,4,15,5,DH,JAX,IAD,631.0,6,26,0
72578,8,30,3,OH,JFK,PIT,340.0,20,20,0
72579,11,27,7,AA,EWR,DFW,1372.0,9,8,1
72580,5,24,3,UA,SMF,DEN,910.0,17,4,0
72581,3,26,6,NW,TPA,DTW,983.0,16,10,1
72582,6,28,3,MQ,LFT,DFW,351.0,6,34,0
72583,7,5,3,UA,OGG,SFO,2338.0,23,18,0
72584,6,20,2,MQ,MEM,ORD,491.0,10,28,0
72585,3,13,7,EV,ATL,CRW,363.0,22,33,1
72586,8,24,3,HA,KOA,HNL,163.0,18,29,0
72587,6,30,4,AA,JFK,LAX,2475.0,9,53,0
72588,3,3,4,WN,LBB,ELP,295.0,9,15,0
72589,7,22,6,XE,ORD,EWR,719.0,14,23,1
72590,5,13,6,AA,DFW,PSP,1126.0,19,18,1
72591,6,18,7,DL,PHL,ATL,665.0,18,56,1
72592,3,20,1,OH,DTW,CVG,229.0,6,5,0
72593,3,28,1,DL,BOS,LGA,185.0,10,26,0
72594,8,9,3,US,CLT,SFO,2296.0,9,43,0
72595,10,7,5,AA,SFO,BOS,2704.0,13,46,0
72596,11,7,1,WN,ISP,MCO,972.0,19,0,0
72597,8,27,7,NW,GRB,MSP,252.0,6,27,1
72598,7,27,3,DL,BOS,SLC,2105.0,7,56,0
72599,2,22,3,OO,FAR,DEN,627.0,18,40,0
72600,4,12,2,OO,IPL,SAN,94.0,5,50,0
72601,3,24,5,US,PBI,CLT,590.0,14,10,0
72602,12,3,6,EV,SAT,MCO,1040.0,16,0,1
72603,3,8,3,AA,JAC,DFW,1046.0,8,7,0
72604,3,8,3,F9,DEN,MCI,533.0,20,47,0
72605,5,30,2,DL,FLL,ATL,581.0,11,57,0
72606,7,23,7,OO,SAT,SFO,1482.0,7,49,1
72607,11,20,1,XE,IAH,MCI,643.0,17,34,0
72608,5,4,3,WN,MAF,DAL,319.0,18,55,0
72609,2,28,1,WN,SJC,LAX,308.0,19,50,0
72610,9,12,2,XE,GRK,IAH,166.0,5,39,0
72611,6,29,4,UA,IAD,MCO,758.0,21,37,0
72612,5,12,4,DL,ATL,HOU,696.0,21,2,0
72613,7,31,7,WN,HOU,LAS,1235.0,16,35,1
72614,8,23,3,FL,ATL,BWI,576.0,23,0,0
72615,12,14,3,OO,SGU,SLC,269.0,8,11,0
72616,6,14,3,US,LAS,MSP,1300.0,22,56,0
72617,1,20,5,DL,DCA,ATL,547.0,14,8,0
72618,2,24,4,AA,ORD,SEA,1721.0,19,44,0
72619,11,15,2,US,SJU,CLT,1474.0,16,58,0
72620,4,28,4,XE,IAH,BFL,1428.0,17,30,0
72621,9,30,5,MQ,HSV,DFW,603.0,13,26,0
72622,9,22,4,OO,BUR,SLC,574.0,17,3,0
72623,8,22,1,WN,RDU,TPA,587.0,20,20,0
72624,11,28,1,UA,DEN,ORD,888.0,12,59,0
72625,1,12,4,DL,RIC,ATL,481.0,14,21,0
72626,3,28,2,UA,DEN,LAX,862.0,5,56,0
72627,4,24,7,MQ,LAX,SJC,308.0,19,42,1
72628,7,1,5,EV,CAE,CVG,404.0,22,0,0
72629,1,11,2,MQ,DFW,TYS,772.0,8,49,0
72630,8,14,7,OO,FCA,SLC,532.0,5,57,1
72631,3,28,1,AS,OAK,SEA,671.0,10,4,0
72632,9,12,2,DL,PNS,ATL,272.0,11,15,0
72633,1,7,5,WN,BWI,MCO,787.0,10,0,0
72634,11,14,1,DL,ATL,TYS,152.0,16,2,0
72635,3,24,5,OO,SEA,SLC,689.0,18,37,0
72636,6,13,2,OH,LGA,CVG,585.0,21,50,0
72637,12,26,2,US,PHX,SMF,647.0,18,3,0
72638,9,24,7,CO,EWR,LAS,2227.0,18,23,1
72639,11,6,1,US,PHL,JAX,742.0,15,24,0
72640,12,23,6,B6,JFK,LGB,2465.0,18,12,1
72641,12,4,1,AA,MCO,DFW,984.0,9,26,0
72642,11,15,2,US,LGA,BUF,292.0,19,38,0
72643,5,20,5,DL,LAS,BOS,2381.0,22,4,0
72644,9,21,4,OO,SLC,ABQ,493.0,8,29,0
72645,10,29,6,WN,DAL,AUS,189.0,16,20,1
72646,2,6,7,WN,OAK,PHL,2510.0,9,0,1
72647,4,8,5,DL,PHL,ATL,665.0,17,52,0
72648,7,3,7,DL,ATL,PHL,665.0,15,53,1
72649,6,14,2,EV,SHV,CVG,686.0,12,29,0
72650,5,31,3,F9,PHX,DEN,602.0,18,2,0
72651,7,15,6,NW,LAN,DTW,74.0,18,41,1
72652,9,22,4,EV,EVV,ATL,350.0,14,26,0
72653,3,28,2,DL,ATL,DTW,594.0,7,33,0
72654,6,7,2,HA,HNL,PHX,2917.0,22,20,0
72655,11,21,1,HP,LAS,LAX,236.0,9,8,0
72656,8,2,2,HP,LAS,SAN,258.0,17,12,0
72657,7,3,1,WN,LAX,SJC,308.0,20,29,0
72658,9,19,2,EV,ROA,ATL,357.0,12,5,0
72659,4,9,7,B6,TPA,JFK,1005.0,18,42,1
72660,10,5,4,US,PHL,DCA,119.0,20,7,0
72661,9,6,2,WN,DAL,ELP,562.0,17,45,0
72662,7,22,6,US,TPA,PHL,920.0,6,27,1
72663,5,22,7,CO,IAH,DCA,1208.0,14,14,1
72664,2,9,3,AA,BWI,DFW,1217.0,6,21,0
72665,7,12,3,TZ,OAK,HNL,2409.0,17,38,0
72666,11,20,7,AS,SEA,SNA,978.0,6,35,1
72667,11,29,2,XE,SHV,IAH,192.0,15,51,0
72668,6,5,7,NW,MEM,LGA,963.0,18,28,1
72669,2,28,2,AA,IND,DFW,762.0,9,25,0
72670,4,2,6,UA,RSW,ORD,1120.0,14,29,1
72671,8,28,7,UA,LAX,LAS,236.0,22,58,1
72672,6,29,4,NW,SLC,MSP,991.0,5,58,0
72673,4,16,7,WN,BWI,PHX,1999.0,17,30,1
72674,10,29,7,AA,DFW,ORD,802.0,8,56,1
72675,10,12,4,F9,DEN,LAX,862.0,21,42,0
72676,10,31,2,OO,LAX,SBA,89.0,15,2,0
72677,6,7,2,WN,OAK,BUR,325.0,18,59,0
72678,4,8,5,UA,SAN,ORD,1723.0,8,40,0
72679,3,27,7,TZ,MDW,DCA,601.0,10,24,1
72680,2,18,5,XE,JFK,CLE,425.0,17,45,0
72681,3,3,5,AA,MIA,STT,1107.0,18,27,0
72682,5,24,2,OO,SLC,TUL,926.0,20,43,0
72683,9,30,6,EV,ISP,ATL,795.0,14,35,1
72684,11,2,3,US,ORF,CLT,290.0,15,6,0
72685,5,11,3,OH,CVG,AZO,225.0,22,8,0
72686,11,1,2,WN,SLC,BOI,291.0,17,33,0
72687,3,18,6,OH,BWI,ATL,576.0,19,30,1
72688,11,20,7,AA,DFW,DCA,1192.0,12,57,1
72689,6,24,5,AA,DFW,STL,551.0,12,58,0
72690,1,26,4,OO,COS,SLC,410.0,16,20,0
72691,4,8,6,DL,PDX,ATL,2172.0,13,23,1
72692,10,9,7,WN,SMF,SAN,480.0,7,10,1
72693,2,3,5,WN,ISP,BWI,220.0,15,30,0
72694,11,9,3,NW,GTF,MSP,887.0,8,47,0
72695,7,12,3,WN,SDF,BWI,495.0,17,8,0
72696,8,30,2,OH,IAD,CVG,388.0,18,35,0
72697,11,11,5,US,CLT,BOS,728.0,15,38,0
72698,9,16,6,DL,DCA,LGA,214.0,19,23,1
72699,3,4,6,EV,ATL,RIC,481.0,8,43,1
72700,5,31,2,OH,PNS,JFK,1028.0,12,15,0
72701,8,6,6,XE,IAH,IND,845.0,7,30,1
72702,7,20,3,NW,DEN,MSP,680.0,14,39,0
72703,4,8,5,OO,OAK,SLC,588.0,6,20,0
72704,4,2,7,MQ,ORD,ROC,528.0,16,30,1
72705,1,29,7,WN,FLL,JAX,318.0,10,15,1
72706,9,7,4,OO,EUG,PDX,106.0,14,44,0
72707,8,20,7,US,CLT,TPA,508.0,9,22,1
72708,12,13,3,AS,LAX,PDX,834.0,11,9,0
72709,3,27,1,AA,LAX,SFO,337.0,16,54,0
72710,12,22,5,UA,DEN,PHX,602.0,13,49,0
72711,4,15,6,WN,STL,MDW,251.0,11,50,1
72712,3,9,4,US,LGA,DCA,214.0,20,54,0
72713,3,29,3,OO,SFO,PSP,421.0,19,13,0
72714,8,22,1,OO,SLC,FAT,501.0,8,6,0
72715,5,10,3,DL,SAT,ATL,874.0,15,9,0
72716,10,28,5,WN,AMA,DAL,324.0,16,44,0
72717,11,11,6,CO,LGA,IAH,1416.0,13,27,1
72718,6,7,3,F9,DEN,SMF,910.0,12,31,0
72719,11,3,5,OH,CVG,ROA,282.0,20,0,0
72720,2,2,4,WN,HOU,DAL,239.0,16,0,0
72721,9,4,1,AQ,HNL,LIH,102.0,17,0,0
72722,8,30,2,US,PHL,PVD,238.0,9,10,0
72723,1,18,3,WN,BWI,LAS,2106.0,10,45,0
72724,11,3,5,EV,PFN,ATL,247.0,19,30,0
72725,5,28,6,OH,CAK,CVG,214.0,8,5,1
72726,11,12,6,XE,CLE,ATL,554.0,17,27,1
72727,1,23,1,NW,DTW,STL,440.0,19,11,0
72728,9,1,5,AA,DFW,STL,551.0,7,47,0
72729,4,29,6,US,SEA,PHX,1107.0,11,10,1
72730,2,27,1,OO,SFO,FAT,158.0,22,50,0
72731,9,24,7,CO,MDW,EWR,711.0,20,3,1
72732,9,1,5,XE,IAH,ORF,1201.0,10,50,0
72733,9,19,2,OH,CLE,JFK,425.0,18,0,0
72734,9,28,3,WN,RNO,PDX,444.0,17,13,0
72735,10,16,7,NW,DTW,ALB,488.0,20,58,1
72736,9,17,6,UA,DEN,PHX,602.0,17,5,1
72737,5,17,3,NW,MSP,COS,725.0,21,23,0
72738,2,7,1,NW,DCA,MSP,931.0,6,35,0
72739,2,23,4,AA,BWI,DFW,1217.0,15,37,0
72740,2,15,2,MQ,RIC,ORD,642.0,6,2,0
72741,3,26,6,UA,PHX,SFO,651.0,17,55,1
72742,9,8,5,UA,PDX,SFO,550.0,16,3,0
72743,8,15,1,HP,ATL,PHX,1587.0,17,14,0
72744,12,7,3,OO,SAN,LAX,109.0,15,20,0
72745,1,20,4,MQ,SAN,LAX,109.0,10,49,0
72746,7,20,4,AA,LAX,LIH,2615.0,17,51,0
72747,1,30,7,UA,ORD,IAD,589.0,13,34,1
72748,11,13,1,WN,SJC,ONT,333.0,13,47,0
72749,4,27,3,WN,BNA,CLE,448.0,16,45,0
72750,10,1,7,OH,DTW,JFK,508.0,17,5,1
72751,12,19,2,OH,CVG,MSN,373.0,13,45,0
72752,7,3,7,US,CLT,TPA,508.0,21,9,1
72753,3,19,6,OO,LAS,PSP,173.0,10,48,1
72754,5,28,7,US,CLT,PIT,366.0,19,16,1
72755,1,11,2,WN,ISP,MCO,972.0,13,30,0
72756,9,23,6,AA,ORD,LGA,733.0,7,51,1
72757,10,18,3,DL,ATL,TLH,223.0,22,29,0
72758,2,5,6,NW,DFW,MSP,852.0,17,49,1
72759,2,26,6,MQ,DFW,TUL,237.0,12,50,1
72760,9,1,5,US,PHL,DFW,1302.0,7,20,0
72761,4,22,5,B6,JFK,ROC,264.0,15,36,0
72762,7,31,1,WN,BNA,FLL,793.0,9,41,0
72763,6,25,7,EV,MFE,ATL,974.0,14,50,1
72764,9,16,5,MQ,ORD,JAX,865.0,13,47,0
72765,4,22,6,EV,SHV,CVG,686.0,6,44,1
72766,5,19,5,WN,SNA,OAK,371.0,10,15,0
72767,7,25,1,OH,CVG,MSP,596.0,18,39,0
72768,4,29,6,OH,CVG,FWA,136.0,10,47,1
72769,6,11,6,AA,DFW,SEA,1660.0,20,55,1
72770,4,27,4,XE,MHT,CLE,544.0,9,50,0
72771,2,23,4,DL,ATL,BHM,134.0,22,59,0
72772,5,11,3,CO,LGA,IAH,1416.0,15,12,0
72773,8,12,5,UA,TPA,ORD,1012.0,6,59,0
72774,9,5,2,WN,TPA,HOU,781.0,15,12,0
72775,7,23,7,MQ,ORD,BNA,409.0,16,4,1
72776,11,12,7,WN,LBB,AUS,341.0,17,41,1
72777,12,18,7,UA,DTW,ORD,235.0,15,43,1
72778,11,8,2,AA,MSP,MIA,1501.0,6,27,0
72779,7,19,3,WN,BWI,PVD,328.0,12,17,0
72780,3,10,5,WN,HOU,LAX,1390.0,8,20,0
72781,3,29,3,XE,RIC,IAH,1157.0,18,2,0
72782,7,19,2,OH,ATL,CAK,528.0,23,20,0
72783,8,12,6,US,PHL,SEA,2378.0,7,41,1
72784,12,28,4,US,CLT,JAX,329.0,15,52,0
72785,5,12,4,UA,DEN,DTW,1123.0,19,25,0
72786,12,13,3,YV,SAV,IAD,515.0,19,40,0
72787,9,6,2,OO,SAN,LAX,109.0,10,6,0
72788,4,30,6,WN,TPA,BWI,842.0,20,50,1
72789,1,19,3,HP,SFO,LAS,414.0,15,44,0
72790,8,11,5,UA,DEN,SNA,846.0,19,31,0
72791,10,9,1,XE,BNA,IAH,657.0,15,52,0
72792,1,24,2,XE,CLE,RDU,416.0,15,45,0
72793,7,10,1,OO,MCI,SLC,919.0,12,23,0
72794,6,28,3,MQ,SAT,DAL,248.0,15,20,0
72795,6,29,4,OH,ATL,SDF,321.0,10,18,0
72796,9,12,1,DL,ATL,HSV,151.0,9,31,0
72797,11,28,1,NW,JFK,MSP,1028.0,18,10,0
72798,8,24,4,WN,DAL,LBB,293.0,22,5,0
72799,8,20,7,OO,ORD,COS,911.0,20,16,1
72800,3,21,1,DL,ATL,MOB,302.0,20,46,0
72801,3,31,4,US,PHL,MCO,861.0,6,31,0
72802,1,14,6,FL,SFO,ATL,2139.0,22,5,1
72803,7,7,5,WN,LAX,ABQ,677.0,13,27,0
72804,3,25,5,HP,PHX,CMH,1671.0,10,29,0
72805,7,24,1,CO,IAH,CMH,986.0,15,38,0
72806,1,29,7,YV,ORD,FSD,462.0,12,20,1
72807,7,14,4,NW,STL,DTW,440.0,13,20,0
72808,3,1,2,MQ,DFW,SHV,190.0,16,50,0
72809,8,1,2,NW,DLH,MSP,144.0,16,38,0
72810,11,12,7,WN,BDL,BWI,283.0,18,18,1
72811,6,28,2,DH,RDU,IAD,224.0,10,34,0
72812,8,5,6,OO,OAK,SLC,588.0,16,23,1
72813,3,7,1,MQ,DFW,CRP,354.0,21,10,0
72814,4,5,3,AA,LGA,ORD,733.0,16,48,0
72815,4,12,3,MQ,SJC,SNA,342.0,6,28,0
72816,4,21,5,NW,DTW,TVC,207.0,13,32,0
72817,10,23,7,AA,ORD,SNA,1726.0,17,10,1
72818,3,13,7,OO,TUS,DEN,639.0,12,15,1
72819,5,11,4,WN,SNA,SMF,404.0,17,20,0
72820,5,15,7,XE,IAH,BNA,657.0,17,47,1
72821,9,27,3,FL,RIC,ATL,481.0,10,8,0
72822,2,9,4,WN,RDU,BNA,443.0,12,10,0
72823,6,7,3,UA,SNA,SFO,372.0,18,4,0
72824,4,15,5,US,CLT,BOS,728.0,23,1,0
72825,2,14,1,AA,PDX,ORD,1739.0,13,27,0
72826,8,12,5,US,PHL,CLT,448.0,5,40,0
72827,1,23,1,WN,DAL,HOU,239.0,18,0,0
72828,3,16,3,US,LAS,PHL,2176.0,22,1,0
72829,4,15,5,DL,PNS,ATL,272.0,19,58,0
72830,4,22,6,AA,DFW,IAD,1172.0,10,51,1
72831,11,3,5,WN,SEA,MDW,1733.0,8,40,0
72832,1,6,4,FL,MCO,BWI,787.0,11,47,0
72833,5,12,4,FL,PHL,RSW,992.0,10,48,0
72834,9,12,1,US,CLT,PIT,366.0,9,16,0
72835,10,5,3,WN,PHL,MDW,668.0,8,30,0
72836,12,15,5,CO,EWR,RDU,416.0,19,48,0
72837,12,18,7,B6,JFK,FLL,1069.0,23,18,1
72838,1,25,2,DL,ATL,CVG,373.0,14,3,0
72839,9,14,4,F9,DEN,RNO,804.0,21,46,0
72840,9,21,3,OH,DTW,CVG,229.0,17,8,0
72841,7,28,5,DL,BWI,ATL,576.0,18,52,0
72842,1,8,7,AS,RNO,SEA,564.0,6,54,1
72843,3,1,2,DL,SEA,JFK,2421.0,8,16,0
72844,5,2,1,WN,ONT,LAS,197.0,8,55,0
72845,1,26,4,XE,EWR,CAE,602.0,15,54,0
72846,4,30,7,CO,IAH,SAN,1303.0,19,18,1
72847,10,4,3,WN,HOU,DAL,239.0,6,15,0
72848,2,11,5,AA,SAT,DFW,247.0,12,57,0
72849,6,7,2,NW,MEM,BWI,787.0,14,31,0
72850,4,15,6,OH,CVG,MDT,429.0,8,15,1
72851,1,19,3,MQ,ORD,XNA,522.0,8,40,0
72852,8,13,7,AA,DCA,ORD,612.0,10,36,1
72853,11,4,6,US,PHX,PHL,2075.0,12,57,1
72854,6,20,1,OO,LAX,PHX,370.0,8,17,0
72855,6,29,3,WN,SNA,LAS,226.0,12,50,0
72856,6,25,6,AA,DFW,SMF,1431.0,17,4,1
72857,12,19,1,AS,SNA,OAK,371.0,14,24,0
72858,5,28,6,AA,MIA,PHL,1013.0,15,39,1
72859,7,14,5,XE,EWR,MCI,1092.0,9,16,0
72860,3,16,3,DL,LAS,CVG,1678.0,15,17,0
72861,10,1,6,DH,IAD,PBI,859.0,15,4,1
72862,8,21,1,UA,PDX,DEN,992.0,17,7,0
72863,7,17,1,UA,LAX,LAS,236.0,6,24,0
72864,8,6,6,DH,JFK,IAD,228.0,19,14,1
72865,5,8,7,NW,DFW,MSP,852.0,7,55,1
72866,4,5,2,EV,ATL,DHN,171.0,10,25,0
72867,6,24,5,OO,RNO,SFO,192.0,6,29,0
72868,8,29,2,WN,LAX,OAK,337.0,12,20,0
72869,12,3,7,WN,BWI,SDF,495.0,10,16,1
72870,7,11,1,OH,DAB,CVG,711.0,12,13,0
72871,10,19,3,EV,ATL,GPT,352.0,7,54,0
72872,8,19,6,WN,MSY,BWI,998.0,7,23,1
72873,3,10,5,UA,SFO,LAS,414.0,15,45,0
72874,12,10,6,WN,SAN,LAS,258.0,8,50,1
72875,8,2,3,OO,ORD,CLE,316.0,8,55,0
72876,1,7,5,WN,SMF,LAX,373.0,16,8,0
72877,12,25,7,NW,LAN,DTW,74.0,12,5,1
72878,11,27,1,AA,ORD,ABQ,1118.0,10,33,0
72879,11,9,4,AA,PDX,DFW,1616.0,23,55,0
72880,8,14,1,DL,ATL,GSP,153.0,12,31,0
72881,1,29,7,FL,LGA,ATL,761.0,7,3,1
72882,6,30,4,HP,RNO,PHX,601.0,12,32,0
72883,10,19,4,US,LAX,PHX,370.0,9,32,0
72884,11,2,4,MQ,DFW,TUL,237.0,9,2,0
72885,1,27,4,CO,MIA,EWR,1086.0,12,16,0
72886,11,23,3,AA,DFW,ORD,802.0,6,53,0
72887,10,9,7,OO,ORD,RDU,647.0,7,0,1
72888,2,10,4,FL,BWI,DFW,1217.0,9,10,0
72889,12,28,3,DL,ATL,MCI,692.0,16,47,0
72890,7,29,6,WN,SAN,MDW,1728.0,13,44,1
72891,4,4,2,MQ,DSM,DFW,624.0,12,30,0
72892,10,26,4,B6,SJU,MCO,1189.0,11,45,0
72893,7,10,1,WN,PVD,MDW,842.0,6,31,0
72894,10,28,6,UA,LAX,LAS,236.0,13,5,1
72895,8,28,7,DL,CVG,MCI,539.0,12,41,1
72896,6,13,2,WN,OAK,ONT,361.0,15,25,0
72897,10,18,3,WN,PHL,TPA,920.0,20,16,0
72898,3,14,2,OH,BOS,JFK,187.0,9,10,0
72899,3,21,1,B6,MCO,JFK,944.0,20,5,0
72900,11,5,6,CO,DFW,IAH,224.0,5,48,1
72901,7,28,4,AA,BOS,MIA,1258.0,18,14,0
72902,11,17,5,WN,PHX,SLC,507.0,16,47,0
72903,5,14,6,HP,PHX,LAX,370.0,10,23,1
72904,2,14,1,AS,SEA,BUR,937.0,14,30,0
72905,3,22,3,WN,TPA,HOU,781.0,20,10,0
72906,12,6,3,B6,TPA,JFK,1005.0,14,38,0
72907,2,18,5,B6,OAK,JFK,2576.0,21,20,0
72908,2,20,1,UA,BOS,DEN,1754.0,17,0,0
72909,3,5,7,UA,TPA,DEN,1506.0,23,7,1
72910,12,2,5,FL,JAX,ATL,270.0,14,13,0
72911,12,20,2,WN,SJC,LAX,308.0,6,30,0
72912,3,21,1,WN,SAN,OAK,446.0,9,7,0
72913,4,30,6,NW,BUF,DTW,240.0,16,55,1
72914,3,12,7,NW,DTW,BWI,408.0,17,20,1
72915,3,2,3,DH,IAD,BNA,542.0,16,40,0
72916,4,24,1,AA,DFW,SNA,1205.0,7,58,0
72917,4,4,2,WN,SJC,RNO,188.0,17,30,0
72918,5,9,1,XE,BRO,IAH,308.0,8,24,0
72919,11,7,1,US,MCO,PHL,861.0,19,2,0
72920,9,4,1,AA,DFW,XNA,281.0,16,33,0
72921,12,6,2,OO,RAP,SLC,508.0,12,57,0
72922,10,12,3,CO,IAH,MEM,469.0,18,38,0
72923,3,12,6,UA,SAN,DEN,853.0,11,14,1
72924,4,19,3,OO,SLC,LAS,368.0,8,33,0
72925,8,13,7,MQ,ORD,ICT,588.0,19,59,1
72926,10,29,6,CO,SAT,IAH,191.0,16,13,1
72927,3,14,1,DL,FLL,ATL,581.0,20,57,0
72928,8,19,5,OO,MCI,ORD,403.0,18,18,0
72929,11,27,7,DL,BOS,LGA,185.0,11,26,1
72930,12,31,6,WN,LAS,ABQ,487.0,20,15,1
72931,4,26,2,AA,TPA,DFW,929.0,19,5,0
72932,8,12,5,UA,BWI,DEN,1491.0,5,57,0
72933,1,2,1,WN,BWI,RDU,255.0,19,15,0
72934,11,1,2,CO,HNL,IAH,3904.0,19,33,0
72935,9,1,4,UA,LAX,LAS,236.0,10,3,0
72936,1,25,2,UA,CMH,DEN,1155.0,8,53,0
72937,10,16,7,OO,CVG,ORD,264.0,18,54,1
